genestableid,gene_name,gene_description,disagreement,prob_equal_ortho_adj,similarity
"ENSMUSG00000003458","ncstn","nicastrin",1.062676,.0194775,"Different"
"ENSMUSG00000003464","pex19","peroxisomal biogenesis factor 19",.8001291,.6671369,"Same"
"ENSMUSG00000003469","phyhip","phytanoyl coa hydroxylase interacting protein",.2487518,.8626057,"Same"
"ENSMUSG00000003500","impdh1","inosine monophosphate dehydrogenase 1",1.40144,.0359541,"Different"
"ENSMUSG00000003518","dusp3","dual specificity phosphatase 3 vaccinia virus phosphatase vh1 related ",.0035149,.9593371,"Same"
"ENSMUSG00000003527","ess2","ess 2 splicing factor",.6751502,.6754943,"Same"
"ENSMUSG00000003528","slc25a1","solute carrier family 25 mitochondrial carrier citrate transporter member 1",1.238626,.0016368,"Different"
"ENSMUSG00000003534","ddr1","discoidin domain receptor family member 1",1.151886,.1678494,"Same"
"ENSMUSG00000003546","klc4","kinesin light chain 4",1.257034,.1060998,"Same"
"ENSMUSG00000003573","homer3","homer scaffolding protein 3",1.092441,.6219417,"Same"
"ENSMUSG00000003575","crtc1","creb regulated transcription coactivator 1",.0310942,.9592049,"Same"
"ENSMUSG00000003581","rnf215","ring finger protein 215",1.371209,.0424182,"Different"
"ENSMUSG00000003585","sec14l2","sec14 like lipid binding 2",.0130983,.9592049,"Same"
"ENSMUSG00000003604","aven","apoptosis caspase activation inhibitor",.0824494,.9592049,"Same"
"ENSMUSG00000003623","crot","carnitine o octanoyltransferase",.5203999,.8746549,"Same"
"ENSMUSG00000003657","calb2","calbindin 2",.0008202,.9592049,"Same"
"ENSMUSG00000003660","snrnp200","small nuclear ribonucleoprotein 200 u5 ",.0069676,.9592049,"Same"
"ENSMUSG00000003680","taf6l","tata box binding protein associated factor 6 like",.0088078,.9592049,"Same"
"ENSMUSG00000003746","man1a","mannosidase 1 alpha",1.224619,.2010908,"Same"
"ENSMUSG00000003752","itpkc","inositol 1 4 5 trisphosphate 3 kinase c",1.878069,.003253,"Different"
"ENSMUSG00000003778","brd8","bromodomain containing 8",.5346107,.8738035,"Same"
"ENSMUSG00000003779","kif20a","kinesin family member 20a",.0007647,.9650449,"Same"
"ENSMUSG00000003808","farsa","phenylalanyl trna synthetase alpha subunit",1.622127,6.78e-08,"Different"
"ENSMUSG00000003810","mast2","microtubule associated serine/threonine kinase 2",.3288349,.8746549,"Same"
"ENSMUSG00000003812","dnase2a","deoxyribonuclease ii alpha",1.490351,.0132397,"Different"
"ENSMUSG00000003813","rad23a","rad23 homolog a nucleotide excision repair protein",.3461986,.8916107,"Same"
"ENSMUSG00000003814","calr","calreticulin",.0059575,.9592049,"Same"
"ENSMUSG00000003824","syce2","synaptonemal complex central element protein 2",.140031,.8746549,"Same"
"ENSMUSG00000003848","nob1","nin1/rpn12 binding protein 1 homolog",1.274451,.3162622,"Same"
"ENSMUSG00000003849","nqo1","nad p h dehydrogenase quinone 1",.3496294,.8757924,"Same"
"ENSMUSG00000003863","ppfia3","protein tyrosine phosphatase receptor type f polypeptide ptprf interacting protein liprin alpha 3",.004711,.9592049,"Same"
"ENSMUSG00000003865","gys1","glycogen synthase 1 muscle",.0612769,.9592049,"Same"
"ENSMUSG00000003872","lin7b","lin 7 homolog b c elegans ",.3528893,.8566321,"Same"
"ENSMUSG00000003923","tfam","transcription factor a mitochondrial",.4638276,.7053983,"Same"
"ENSMUSG00000003948","mmd","monocyte to macrophage differentiation associated",.075759,.8772232,"Same"
"ENSMUSG00000003949","hlf","hepatic leukemia factor",.1319498,.9026482,"Same"
"ENSMUSG00000003955","fam162a","family with sequence similarity 162 member a",1.814953,.0002493,"Different"
"ENSMUSG00000003970","rpl8","ribosomal protein l8",1.034714,.6412051,"Same"
"ENSMUSG00000003974","grm3","glutamate receptor metabotropic 3",.0051421,.9592049,"Same"
"ENSMUSG00000003992","ssbp2","single stranded dna binding protein 2",1.484296,.3938521,"Same"
"ENSMUSG00000004031","brinp2","bone morphogenic protein/retinoic acid inducible neural specific 2",.0246292,.9592049,"Same"
"ENSMUSG00000004032","gstm5","glutathione s transferase mu 5",.7513,.6215811,"Same"
"ENSMUSG00000004035","gstm7","glutathione s transferase mu 7",1.099301,.513593,"Same"
"ENSMUSG00000004044","cavin1","caveolae associated 1",1.434828,.0003213,"Different"
"ENSMUSG00000004054","map3k11","mitogen activated protein kinase kinase kinase 11",1.537222,.2180094,"Same"
"ENSMUSG00000004069","dnaja3","dnaj heat shock protein family hsp40 member a3",.0532038,.953041,"Same"
"ENSMUSG00000004070","hmox2","heme oxygenase 2",.0667871,.9592049,"Same"
"ENSMUSG00000004071","cdip1","cell death inducing trp53 target 1",.0029531,.961228,"Same"
"ENSMUSG00000004085","map3k20","mitogen activated protein kinase kinase kinase 20",.2906722,.8776925,"Same"
"ENSMUSG00000004099","dnmt1","dna methyltransferase cytosine 5 1",.0298394,.9592049,"Same"
"ENSMUSG00000004105","angptl2","angiopoietin like 2",1.673087,.0435117,"Different"
"ENSMUSG00000004110","cacna1e","calcium channel voltage dependent r type alpha 1e subunit",1.155186,.5842006,"Same"
"ENSMUSG00000004113","cacna1b","calcium channel voltage dependent n type alpha 1b subunit",.0054996,.8835559,"Same"
"ENSMUSG00000004127","trmt10a","trna methyltransferase 10a",.0889125,.9592049,"Same"
"ENSMUSG00000004187","kifc2","kinesin family member c2",.0044244,.9592049,"Same"
"ENSMUSG00000004207","psap","prosaposin",.3524107,.8823817,"Same"
"ENSMUSG00000004233","wars2","tryptophanyl trna synthetase 2 mitochondrial ",.0061913,.9592049,"Same"
"ENSMUSG00000004264","phb2","prohibitin 2",.0141395,.9592049,"Same"
"ENSMUSG00000004267","eno2","enolase 2 gamma neuronal",.0941675,.9375608,"Same"
"ENSMUSG00000004285","atp6v1f","atpase h+ transporting lysosomal v1 subunit f",.2979842,.8738035,"Same"
"ENSMUSG00000004317","clcn5","chloride channel voltage sensitive 5",.0727309,.8776925,"Same"
"ENSMUSG00000004347","pde1c","phosphodiesterase 1c",.3638537,.8158299,"Same"
"ENSMUSG00000004356","utp20","utp20 small subunit processome component",.0548983,.9537968,"Same"
"ENSMUSG00000004364","cul3","cullin 3",1.369275,.0287644,"Different"
"ENSMUSG00000004366","sst","somatostatin",.0046375,.9592049,"Same"
"ENSMUSG00000004383","large1","large xylosyl and glucuronyltransferase 1",.682134,.7967588,"Same"
"ENSMUSG00000004393","ddx56","dead asp glu ala asp box polypeptide 56",1.775203,.0439681,"Different"
"ENSMUSG00000004446","bid","bh3 interacting domain death agonist",.4816074,.6872204,"Same"
"ENSMUSG00000004451","ralb","v ral simian leukemia viral oncogene b",1.472976,.000015,"Different"
"ENSMUSG00000004455","ppp1cc","protein phosphatase 1 catalytic subunit gamma",.5099061,.8746549,"Same"
"ENSMUSG00000004462","tbccd1","tbcc domain containing 1",1.5552,.0206801,"Different"
"ENSMUSG00000004530","coro1c","coronin actin binding protein 1c",.5520565,.8265376,"Same"
"ENSMUSG00000004535","tax1bp1","tax1 human t cell leukemia virus type i binding protein 1",.0510922,.9592049,"Same"
"ENSMUSG00000004552","ctse","cathepsin e",.6087964,.7923113,"Same"
"ENSMUSG00000004558","ndrg2","n myc downstream regulated gene 2",.7596649,.7766134,"Same"
"ENSMUSG00000004561","mettl17","methyltransferase like 17",1.336803,.0008796,"Different"
"ENSMUSG00000004562","arhgef40","rho guanine nucleotide exchange factor gef 40",1.742586,.1851577,"Same"
"ENSMUSG00000004565","pnpla6","patatin like phospholipase domain containing 6",1.484415,.4158865,"Same"
"ENSMUSG00000004567","mcoln1","mucolipin 1",.0820533,.9464073,"Same"
"ENSMUSG00000004591","pkn2","protein kinase n2",.0290292,.9592049,"Same"
"ENSMUSG00000004631","sgce","sarcoglycan epsilon",.5045096,.7994134,"Same"
"ENSMUSG00000004633","chn2","chimerin 2",.337614,.8776925,"Same"
"ENSMUSG00000004637","wwox","ww domain containing oxidoreductase",1.85662,.054676,"Same"
"ENSMUSG00000004661","arid3b","at rich interactive domain 3b bright like ",.183127,.9363577,"Same"
"ENSMUSG00000004665","cnn2","calponin 2",.0083813,.9592049,"Same"
"ENSMUSG00000004677","myo9b","myosin ixb",1.36259,.0573913,"Same"
"ENSMUSG00000004768","rab23","rab23 member ras oncogene family",1.058801,.2786971,"Same"
"ENSMUSG00000004789","dlst","dihydrolipoamide s succinyltransferase e2 component of 2 oxo glutarate complex ",1.576303,.000021,"Different"
"ENSMUSG00000004791","pgf","placental growth factor",1.436219,2.16e-06,"Different"
"ENSMUSG00000004798","ulk2","unc 51 like kinase 2",.0290278,.9592049,"Same"
"ENSMUSG00000004815","dgkq","diacylglycerol kinase theta",.448826,.8772232,"Same"
"ENSMUSG00000004849","ap1s1","adaptor protein complex ap 1 sigma 1",.5149814,.8284702,"Same"
"ENSMUSG00000004865","srpk1","serine/arginine rich protein specific kinase 1",.1374553,.9501002,"Same"
"ENSMUSG00000004872","pax3","paired box 3",.0611724,.9115173,"Same"
"ENSMUSG00000004880","lbr","lamin b receptor",.1134994,.9405856,"Same"
"ENSMUSG00000004885","crabp2","cellular retinoic acid binding protein ii",.8341459,.7165807,"Same"
"ENSMUSG00000004891","nes","nestin",.0000172,.961228,"Same"
"ENSMUSG00000004892","bcan","brevican",.0037736,.9592049,"Same"
"ENSMUSG00000004894","hapln2","hyaluronan and proteoglycan link protein 2",.6673835,.8204529,"Same"
"ENSMUSG00000004902","slc25a18","solute carrier family 25 mitochondrial carrier member 18",.0547026,.8861262,"Same"
"ENSMUSG00000004931","apba3","amyloid beta a4 precursor protein binding family a member 3",1.789465,7.08e-06,"Different"
"ENSMUSG00000004933","matk","megakaryocyte associated tyrosine kinase",.8587433,.7255749,"Same"
"ENSMUSG00000004934","pias4","protein inhibitor of activated stat 4",.5799873,.7622355,"Same"
"ENSMUSG00000004936","map2k1","mitogen activated protein kinase kinase 1",.0238479,.9592049,"Same"
"ENSMUSG00000004945","tmem242","transmembrane protein 242",1.291653,.0042338,"Different"
"ENSMUSG00000004947","dtx2","deltex 2 e3 ubiquitin ligase",.4889362,.6310982,"Same"
"ENSMUSG00000004961","syt5","synaptotagmin v",.104572,.9394665,"Same"
"ENSMUSG00000004980","hnrnpa2b1","heterogeneous nuclear ribonucleoprotein a2/b1",.0003562,.9605781,"Same"
"ENSMUSG00000005034","prkacb","protein kinase camp dependent catalytic beta",.0118431,.9592049,"Same"
"ENSMUSG00000005043","sgsh","n sulfoglucosamine sulfohydrolase sulfamidase ",.2568305,.8406175,"Same"
"ENSMUSG00000005045","chd5","chromodomain helicase dna binding protein 5",.184544,.9122854,"Same"
"ENSMUSG00000005057","sh2b2","sh2b adaptor protein 2",.1491925,.8930278,"Same"
"ENSMUSG00000005069","pex5","peroxisomal biogenesis factor 5",1.632637,.1500094,"Same"
"ENSMUSG00000005089","slc1a2","solute carrier family 1 glial high affinity glutamate transporter member 2",.6329622,.7805844,"Same"
"ENSMUSG00000005102","eif2ak4","eukaryotic translation initiation factor 2 alpha kinase 4",.5568537,.6405799,"Same"
"ENSMUSG00000005125","ndrg1","n myc downstream regulated gene 1",.1375358,.8930278,"Same"
"ENSMUSG00000005198","polr2a","polymerase rna ii dna directed polypeptide a",.5959316,.8576186,"Same"
"ENSMUSG00000005220","corin","corin",.0014879,.9592049,"Same"
"ENSMUSG00000005225","plekha8","pleckstrin homology domain containing family a phosphoinositide binding specific member 8",.3224352,.893634,"Same"
"ENSMUSG00000005233","spc25","spc25 ndc80 kinetochore complex component homolog s cerevisiae ",.0006244,.9650449,"Same"
"ENSMUSG00000005267","zfp287","zinc finger protein 287",1.606812,.0582507,"Same"
"ENSMUSG00000005299","letm1","leucine zipper ef hand containing transmembrane protein 1",1.46357,.1163914,"Same"
"ENSMUSG00000005338","cadm3","cell adhesion molecule 3",.0147077,.9592049,"Same"
"ENSMUSG00000005354","txn2","thioredoxin 2",1.737762,.0846658,"Same"
"ENSMUSG00000005357","slc1a6","solute carrier family 1 high affinity aspartate/glutamate transporter member 6",.8239817,.738575,"Same"
"ENSMUSG00000005360","slc1a3","solute carrier family 1 glial high affinity glutamate transporter member 3",.0020245,.9592049,"Same"
"ENSMUSG00000005362","crbn","cereblon",.416747,.8418187,"Same"
"ENSMUSG00000005370","msh6","muts homolog 6",.0114697,.9593371,"Same"
"ENSMUSG00000005371","fbxo11","f box protein 11",1.049852,.5873938,"Same"
"ENSMUSG00000005373","mlxipl","mlx interacting protein like",.7439997,.7948012,"Same"
"ENSMUSG00000005374","tbl2","transducin beta like 2",.1109471,.9033904,"Same"
"ENSMUSG00000005397","nid1","nidogen 1",.0273975,.8967832,"Same"
"ENSMUSG00000005410","mcm5","minichromosome maintenance complex component 5",.0000308,.9682711,"Same"
"ENSMUSG00000005442","cic","capicua transcriptional repressor",1.432088,.109592,"Same"
"ENSMUSG00000005447","pafah1b3","platelet activating factor acetylhydrolase isoform 1b subunit 3",.4015085,.8746549,"Same"
"ENSMUSG00000005469","prkaca","protein kinase camp dependent catalytic alpha",.0132869,.9592049,"Same"
"ENSMUSG00000005470","asf1b","anti silencing function 1b histone chaperone",.0009854,.9650449,"Same"
"ENSMUSG00000005481","ddx39","dead asp glu ala asp box polypeptide 39",.0466512,.9592049,"Same"
"ENSMUSG00000005501","usp40","ubiquitin specific peptidase 40",1.454117,.2390095,"Same"
"ENSMUSG00000005505","kbtbd4","kelch repeat and btb poz domain containing 4",1.499964,.0002417,"Different"
"ENSMUSG00000005506","celf1","cugbp elav like family member 1",1.189791,.0151466,"Different"
"ENSMUSG00000005510","ndufs3","nadh:ubiquinone oxidoreductase core subunit s3",.0774905,.9592049,"Same"
"ENSMUSG00000005533","igf1r","insulin like growth factor i receptor",.0033501,.9592049,"Same"
"ENSMUSG00000005534","insr","insulin receptor",.2088008,.907644,"Same"
"ENSMUSG00000005566","trim28","tripartite motif containing 28",.0128678,.9592049,"Same"
"ENSMUSG00000005580","adcy9","adenylate cyclase 9",.0135378,.9349278,"Same"
"ENSMUSG00000005583","mef2c","myocyte enhancer factor 2c",.0198431,.9592049,"Same"
"ENSMUSG00000005609","ctr9","ctr9 homolog paf1/rna polymerase ii complex component",.0896181,.9270103,"Same"
"ENSMUSG00000005610","eif4g2","eukaryotic translation initiation factor 4 gamma 2",.6302615,.830408,"Same"
"ENSMUSG00000005611","mrvi1","mrv integration site 1",1.42243,.4244309,"Same"
"ENSMUSG00000005621","zfp592","zinc finger protein 592",1.581838,.012555,"Different"
"ENSMUSG00000005625","psmd4","proteasome prosome macropain 26s subunit non atpase 4",1.512578,.0000115,"Different"
"ENSMUSG00000005656","snx6","sorting nexin 6",.3930588,.8808575,"Same"
"ENSMUSG00000005667","mthfd2","methylenetetrahydrofolate dehydrogenase nad+ dependent methenyltetrahydrofolate cyclohydrolase",.006497,.9596648,"Same"
"ENSMUSG00000005672","kit","kit proto oncogene receptor tyrosine kinase",.2186525,.906009,"Same"
"ENSMUSG00000005674","tomm40l","translocase of outer mitochondrial membrane 40 like",1.328137,.5050783,"Same"
"ENSMUSG00000005682","pan2","pan2 poly a specific ribonuclease subunit",.0239245,.9592049,"Same"
"ENSMUSG00000005686","ampd3","adenosine monophosphate deaminase 3",1.229292,.2942481,"Same"
"ENSMUSG00000005687","bcas2","breast carcinoma amplified sequence 2",1.833568,1.19e-07,"Different"
"ENSMUSG00000005698","ctcf","ccctc binding factor",.7739599,.7737577,"Same"
"ENSMUSG00000005699","pard6a","par 6 family cell polarity regulator alpha",.0518909,.8915315,"Same"
"ENSMUSG00000005716","pvalb","parvalbumin",.0011114,.9644368,"Same"
"ENSMUSG00000005718","tfap4","transcription factor ap4",.0011496,.961228,"Same"
"ENSMUSG00000005732","ranbp1","ran binding protein 1",.0757155,.9592049,"Same"
"ENSMUSG00000005802","slc30a4","solute carrier family 30 zinc transporter member 4",.4554202,.8211083,"Same"
"ENSMUSG00000005813","metap1","methionyl aminopeptidase 1",1.840629,.0490387,"Different"
"ENSMUSG00000005846","rsl1d1","ribosomal l1 domain containing 1",.3386264,.8817207,"Same"
"ENSMUSG00000005871","apc","adenomatosis polyposis coli",.0033816,.8776925,"Same"
"ENSMUSG00000005873","reep5","receptor accessory protein 5",.1469427,.9375608,"Same"
"ENSMUSG00000005881","ergic3","ergic and golgi 3",1.49529,.012461,"Different"
"ENSMUSG00000005882","uqcc1","ubiquinol cytochrome c reductase complex assembly factor 1",1.225742,.4950935,"Same"
"ENSMUSG00000005892","trh","thyrotropin releasing hormone",1.747796,3.40e-07,"Different"
"ENSMUSG00000005897","nr2c1","nuclear receptor subfamily 2 group c member 1",.2581438,.9112987,"Same"
"ENSMUSG00000005899","smpd4","sphingomyelin phosphodiesterase 4",1.708609,.2373721,"Same"
"ENSMUSG00000005907","pex1","peroxisomal biogenesis factor 1",1.656737,4.87e-07,"Different"
"ENSMUSG00000005917","otx1","orthodenticle homeobox 1",.0000249,.9696219,"Same"
"ENSMUSG00000005936","kctd20","potassium channel tetramerisation domain containing 20",.6059902,.803633,"Same"
"ENSMUSG00000005949","ctns","cystinosis nephropathic",1.381605,9.17e-06,"Different"
"ENSMUSG00000005958","ephb3","eph receptor b3",.8887055,.7282164,"Same"
"ENSMUSG00000005973","rcn1","reticulocalbin 1",1.511003,.4053681,"Same"
"ENSMUSG00000005986","ankrd13d","ankyrin repeat domain 13 family member d",.0027197,.9592049,"Same"
"ENSMUSG00000006005","tpr","translocated promoter region nuclear basket protein",.0167072,.9592049,"Same"
"ENSMUSG00000006010","odr4","odr4 gpcr localization factor homolog",1.42112,8.18e-09,"Different"
"ENSMUSG00000006019","dhx34","deah asp glu ala his box polypeptide 34",1.649518,.1719419,"Same"
"ENSMUSG00000006024","napa","n ethylmaleimide sensitive fusion protein attachment protein alpha",.0811608,.9592049,"Same"
"ENSMUSG00000006057","atp5g1","atp synthase h+ transporting mitochondrial f0 complex subunit c1 subunit 9 ",.1254366,.9357813,"Same"
"ENSMUSG00000006095","tbcb","tubulin folding cofactor b",1.340579,.0890761,"Same"
"ENSMUSG00000006127","inpp5k","inositol polyphosphate 5 phosphatase k",.0563981,.8980878,"Same"
"ENSMUSG00000006134","crkl","v crk avian sarcoma virus ct10 oncogene homolog like",.0000409,.9600178,"Same"
"ENSMUSG00000006169","clint1","clathrin interactor 1",1.2712,.5208608,"Same"
"ENSMUSG00000006191","cdkal1","cdk5 regulatory subunit associated protein 1 like 1",1.185575,.2226778,"Same"
"ENSMUSG00000006205","htra1","htra serine peptidase 1",.0320198,.8776925,"Same"
